application,approval,uid,gender,bal,prod_list,item,seq_len,label,brand_id,prod_id,age,mobile_level,item_price
0,0,1604,1,62851,"92,70,49",4,3,1,507,46,53,4,482.2
1,0,1619,2,93470,"38,14,85",27,3,1,541,82,30,2,127.35
0,1,38,2,54510,"82,40,53",7,3,1,3,1,42,2,40.89
1,1,90,2,37507,"51,90,67",1,3,1,263,24,46,2,206.13
1,1,1739,1,94060,"17,63,59",44,3,1,584,59,37,4,84.24
1,0,393,2,45177,"42,24,95",91,3,1,151,78,20,4,320
0,1,102,2,36334,"71,41,47",62,3,1,585,67,33,4,134.1
0,0,740,2,14191,"63,91,57",73,3,1,996,45,35,2,928.56
0,1,215,2,55267,"9,55,44",24,3,1,771,76,21,3,843.38
0,0,1438,2,61781,"19,51,58",60,3,1,398,36,52,3,519.79
1,0,147,1,96221,"67,5,48",4,3,1,879,8,22,1,861.02
1,1,1426,1,68511,"34,34,87",54,3,1,958,67,30,4,882.54
1,1,602,2,22291,"82,16,34",87,3,1,182,9,44,4,914.4
0,1,855,2,21365,"96,16,98",89,3,1,383,10,33,3,169.88
1,1,395,2,51375,"2,19,56",38,3,1,505,80,59,4,530.48
0,0,1112,2,24330,"96,19,25",80,3,1,594,41,42,4,608.1
0,0,784,2,50429,"77,46,43",71,3,1,228,94,47,4,126.94
1,1,941,1,13993,"46,97,80",53,3,1,536,12,46,4,439.52
1,1,516,1,25206,"2,54,36",5,3,1,755,30,19,1,598.98
1,1,1025,2,92089,"96,94,3",27,3,1,257,8,31,2,784.42
1,0,885,1,91087,"52,88,44",26,3,1,570,76,20,2,216.48
0,1,1891,1,55508,"52,42,49",67,3,1,420,99,40,4,815.64
0,0,523,1,46391,"26,19,48",76,3,1,895,39,48,1,349.74
0,1,852,2,35158,"97,64,64",37,3,1,747,22,38,3,432.65
0,1,263,2,53080,"10,44,55",41,3,1,373,7,47,1,375.29
1,0,1755,2,32240,"0,12,9",45,3,1,56,18,57,3,758.63
0,1,545,1,70609,"35,18,5",77,3,1,343,22,57,4,651.32
1,1,452,1,75299,"41,96,9",23,3,1,880,32,59,4,259.02
1,1,1280,2,83505,"37,96,16",78,3,1,429,20,34,4,804.52
0,0,512,1,74325,"27,55,26",36,3,1,813,94,60,4,206.41
1,0,502,1,85664,"96,33,20",60,3,1,851,11,58,2,390.9
1,0,1408,1,15312,"51,46,33",84,3,1,815,73,28,2,360.63
0,1,228,2,57364,"40,29,72",80,3,1,229,56,44,4,338.96
1,0,931,2,60140,"17,84,91",26,3,1,489,1,53,4,677.22
0,1,1362,2,82273,"93,33,81",60,3,1,883,41,30,1,172.77
1,0,1970,1,97669,"80,25,82",27,3,1,443,56,19,4,861.32
0,1,1848,2,40604,"51,54,2",34,3,1,261,72,32,4,318.93
1,0,1641,2,53857,"52,18,18",27,3,1,850,50,48,4,297.42
1,0,1457,1,33866,"98,93,6",32,3,1,280,46,56,1,294.8
0,1,252,1,57157,"6,2,68",84,3,1,273,35,23,2,871.38
0,0,577,1,15532,"97,26,65",26,3,1,537,60,53,3,223.53
1,0,1967,2,27294,"55,52,9",18,3,1,753,76,27,4,32.73
0,0,398,1,97502,"42,91,37",50,3,1,893,8,59,2,0.13
1,1,1002,1,20942,"36,21,28",73,3,1,772,87,35,1,912.5
0,0,1250,1,41835,"65,12,42",75,3,1,237,23,49,4,214.69
1,0,1613,2,12000,"36,25,25",1,3,1,655,56,52,2,312.69
0,0,919,1,13663,"32,67,100",58,3,1,4,98,19,3,345.49
0,0,1578,1,81764,"55,68,19",98,3,1,468,81,50,3,766.19
1,0,359,1,29217,"19,100,9",49,3,1,200,34,52,3,708.37
0,0,1827,2,32320,"83,76,14",21,3,1,109,71,47,3,299.83
0,0,320,2,89007,"51,1,94",79,3,1,369,77,23,3,897.2
0,0,639,2,94628,"52,62,76",64,3,1,554,72,27,1,382.87
1,0,612,2,74940,"98,6,78",1,3,1,583,36,54,1,984.57
0,1,824,2,35679,"20,0,24",99,3,1,469,26,52,1,644.39
1,1,351,1,86376,"50,48,20",89,3,1,991,10,37,1,341.76
1,0,475,1,79624,"98,58,32",17,3,1,629,16,25,3,115.09
0,0,184,2,84128,"18,63,100",58,3,1,51,59,42,4,295.83
1,0,1616,1,23314,"24,84,5",4,3,1,863,75,27,4,204.67
0,1,462,2,53120,"18,47,18",10,3,1,74,12,39,2,510.2
0,1,775,2,78438,"80,84,60",43,3,1,137,20,37,4,943.08
1,1,1831,2,44573,"42,58,17",15,3,1,894,23,27,4,296.54
0,0,751,1,54860,"78,31,22",36,3,1,624,53,50,4,729.31
0,1,1561,1,92834,"97,51,86",73,3,1,759,34,60,1,84.8
1,0,586,1,54229,"8,37,55",87,3,1,743,16,28,2,50
1,0,1723,1,42403,"63,77,37",33,3,1,480,40,52,2,249.24
1,0,1356,1,64050,"8,40,46",66,3,1,468,75,35,2,638.54
0,0,781,2,56631,"22,60,32",72,3,1,126,89,33,3,502.1
1,0,591,1,46802,"77,37,11",88,3,1,331,96,22,4,149.12
1,0,1779,1,43852,"35,12,82",37,3,1,693,47,55,1,501.03
1,1,188,2,30914,"25,23,42",35,3,1,848,38,22,2,939.12
0,0,1566,2,11210,"90,55,9",16,3,1,823,46,41,4,689.52
0,0,426,1,59855,"17,4,7",27,3,1,30,72,47,1,74.85
0,0,1554,2,66118,"19,23,37",36,3,1,795,67,41,1,555.06
0,1,753,2,27497,"85,49,51",53,3,1,190,66,22,1,865.01
1,1,1970,1,72258,"85,58,46",14,3,1,710,82,38,2,880.75
0,0,189,2,13704,"27,51,92",93,3,1,488,25,50,3,24.65
0,1,39,2,63566,"23,1,91",52,3,1,595,74,49,4,5.5
0,0,176,1,32306,"34,88,88",23,3,1,980,98,59,4,75.29
0,0,1073,2,41240,"43,89,41",67,3,1,15,15,18,1,141.29
1,0,782,1,61045,"49,6,37",77,3,1,708,32,31,1,188.71
1,0,859,1,35903,"99,48,27",68,3,1,339,81,58,4,696.23
1,1,1772,1,95783,"2,26,21",50,3,1,179,14,38,1,313.27
1,0,1805,1,35908,"63,8,41",30,3,1,500,55,24,3,269.34
0,0,1114,1,70181,"84,41,5",57,3,1,880,6,53,3,261.7
0,0,1274,1,22046,"100,87,68",91,3,1,327,60,26,3,581.94
0,0,879,2,21482,"26,88,42",37,3,1,727,9,25,4,562.16
1,0,1656,1,14369,"58,19,73",10,3,1,231,87,24,3,937.95
1,1,1956,2,94305,"97,45,10",24,3,1,962,78,57,4,464.84
1,1,1758,2,76372,"7,61,9",79,3,1,499,77,51,1,255.24
0,1,1290,2,27670,"52,33,63",97,3,1,965,95,19,4,860.29
0,0,1763,2,24655,"95,42,94",35,3,1,684,87,36,3,841.45
1,0,1247,2,71215,"74,58,36",13,3,1,79,59,25,2,912.16
0,0,1092,1,81319,"3,62,55",41,3,1,296,20,18,2,628.21
0,0,1575,1,83432,"34,95,93",45,3,1,842,66,44,3,722.05
1,1,1071,1,92918,"4,48,69",31,3,1,902,85,49,1,167.52
1,0,402,1,40206,"59,71,40",20,3,1,757,55,28,1,748.1
1,0,1696,1,42117,"68,49,90",13,3,1,488,87,48,1,461.28
0,1,1364,1,82483,"3,74,20",13,3,1,883,62,19,1,666.78
1,0,1658,1,49186,"81,92,88",15,3,1,652,49,40,2,551.26
1,0,1041,2,36971,"46,79,45",1,3,1,864,87,49,3,579.98
0,1,245,2,60269,"82,43,64",86,3,1,378,55,20,2,426.07
0,0,1797,1,97130,"85,65,88",58,3,1,45,58,50,4,620.93
0,0,901,2,49619,"58,54,66",69,3,1,481,62,21,4,482.8
0,0,1806,2,69676,"4,71,92",13,3,1,4,58,44,1,184.47
0,1,392,1,33428,"9,9,44",49,3,1,806,55,45,1,315.42
0,1,749,1,16701,"0,91,24",29,3,1,247,35,43,3,308.64
1,0,1889,1,45645,"43,42,32",38,3,1,695,33,26,4,785.37
1,1,1456,2,95001,"10,15,75",9,3,1,823,58,18,3,189.88
0,1,1705,2,20667,"21,62,13",24,3,1,837,22,58,2,170.46
1,0,216,2,76411,"27,100,84",90,3,1,947,82,18,1,932.45
1,1,23,2,72836,"67,73,24",26,3,1,829,19,30,3,148.19
1,1,604,1,91075,"40,87,61",81,3,1,383,59,59,2,714.13
0,1,1303,1,87039,"60,4,78",29,3,1,84,59,43,3,683.32
1,1,1106,2,77040,"36,71,6",11,3,1,501,48,60,4,398.83
1,1,928,2,31192,"44,31,21",75,3,1,595,39,28,2,983.47
1,1,224,1,77232,"22,84,17",55,3,1,86,87,59,2,243.43
1,0,766,1,49484,"23,18,1",89,3,1,13,56,26,3,323.59
0,1,207,2,49141,"26,29,91",58,3,1,522,27,37,1,109.62
1,1,1379,2,42325,"26,78,69",10,3,1,109,90,51,2,713.1
0,1,788,2,85532,"33,9,15",66,3,1,600,53,43,4,390.22
0,0,718,2,93394,"67,43,35",51,3,1,67,15,46,4,517.09
1,0,1414,2,50390,"85,24,59",2,3,1,78,59,55,1,596.62
1,1,1720,2,99094,"58,64,7",15,3,1,725,47,58,2,943.19
1,1,791,1,82357,"73,99,19",47,3,1,632,99,39,1,396.7
0,0,1884,2,83825,"76,32,75",86,3,1,43,70,53,3,199.23
0,1,485,1,49570,"4,46,80",28,3,1,888,69,32,4,522.96
0,1,1837,1,91148,"5,30,66",86,3,1,843,20,56,2,893.68
0,0,893,2,81968,"64,94,71",94,3,1,688,36,46,1,259.04
0,0,9,2,37411,"15,9,34",4,3,1,364,44,22,1,540.77
1,0,1635,1,78713,"97,64,63",21,3,1,834,81,32,1,29.37
0,1,144,2,43204,"75,73,26",67,3,1,446,73,34,1,397.5
1,1,486,1,61500,"69,62,3",93,3,1,909,12,44,2,846.66
0,0,200,2,78157,"68,41,98",98,3,1,169,58,41,4,752.08
0,1,783,2,55584,"42,40,77",7,3,1,373,99,54,2,652.95
0,0,1951,1,50063,"38,57,21",94,3,1,407,89,54,4,420.42
1,1,1153,1,66156,"35,93,100",38,3,1,855,88,28,2,69.08
1,1,1581,1,76607,"89,60,93",75,3,1,663,83,23,3,617.78
0,0,552,1,41813,"2,16,71",73,3,1,151,27,19,4,351.01
0,1,1241,2,12074,"19,5,9",31,3,1,923,82,25,4,396.16
1,0,982,2,72822,"47,92,97",95,3,1,617,78,38,4,23.43
1,1,1769,1,42026,"56,33,68",77,3,1,83,22,47,1,150.01
0,0,664,2,97818,"50,77,12",33,3,1,638,69,38,3,482.7
1,0,1225,1,56855,"25,37,55",53,3,1,409,55,54,3,400.47
0,0,1462,2,51503,"82,67,2",14,3,1,874,71,40,1,129.34
0,0,1041,2,88404,"90,28,38",49,3,1,872,54,58,2,858.24
0,0,217,1,15436,"44,28,60",75,3,1,289,3,42,2,361.85
0,0,1905,2,47107,"60,11,51",75,3,1,987,77,45,3,600.19
1,1,1518,2,26898,"63,52,72",49,3,1,691,23,52,4,245.86
0,1,1445,2,82805,"1,48,62",67,3,1,376,39,49,3,543.16
1,0,326,2,75890,"24,4,57",91,3,1,536,93,59,1,794.92
0,1,938,2,74878,"33,3,29",15,3,1,101,68,54,1,512.06
0,0,759,2,34747,"32,20,2",77,3,1,652,14,39,4,837.89
1,0,316,2,32103,"87,27,26",100,3,1,958,19,26,3,698.43
1,1,1897,1,77619,"98,14,1",52,3,1,943,37,35,4,831.68
1,0,1634,2,18435,"5,58,62",75,3,1,188,6,27,3,158.51
1,1,1763,2,24158,"0,8,54",67,3,1,598,25,45,3,367.28
1,1,1343,2,88138,"29,38,67",4,3,1,869,0,20,3,757.44
0,1,433,2,30791,"82,83,24",57,3,1,448,28,31,3,522.33
1,0,1221,1,35047,"45,12,60",32,3,1,519,2,57,3,39.5
1,0,418,2,80262,"1,38,81",22,3,1,7,28,51,3,723.77
1,1,167,1,56977,"2,56,14",91,3,1,359,83,20,4,135.34
1,0,963,2,71623,"98,43,12",72,3,1,889,45,47,4,451.3
1,1,1082,2,14430,"35,61,43",42,3,1,7,59,52,3,8.42
0,0,1894,1,27333,"57,93,45",39,3,1,149,10,52,1,81.71
1,1,1838,2,56620,"47,13,41",47,3,1,308,99,48,2,637.19
0,0,155,2,49772,"80,48,83",49,3,1,696,7,51,1,280.16
1,0,976,1,15567,"87,62,79",70,3,1,949,18,52,1,616.6
1,1,928,1,55761,"59,68,10",16,3,1,12,8,49,1,562.81
0,0,50,2,46579,"5,92,72",71,3,1,935,39,29,4,381.44
0,1,1148,1,11139,"68,31,92",75,3,1,847,77,18,4,173
0,0,1041,1,32981,"68,33,52",12,3,1,422,41,31,4,290.24
0,0,1242,2,55297,"24,0,63",2,3,1,961,20,35,2,543.97
0,0,41,2,37483,"76,16,83",43,3,1,98,40,27,3,643.37
1,0,1632,2,66344,"94,16,77",69,3,1,75,94,57,4,837.08
0,1,1874,1,59212,"30,75,70",14,3,1,212,33,48,4,815.18
1,0,117,2,57918,"91,69,18",79,3,1,913,81,26,4,594.84
0,0,887,2,94866,"8,33,76",78,3,1,936,46,18,4,871.32
0,0,1136,1,87940,"94,46,90",2,3,1,65,2,59,3,578.63
0,1,513,1,29237,"40,7,83",30,3,1,364,99,21,3,468.02
0,1,472,1,23880,"30,59,41",34,3,1,77,28,20,4,318.93
1,1,184,1,54614,"59,78,87",23,3,1,681,55,26,3,593.07
0,1,1738,2,44249,"78,6,80",35,3,1,827,42,26,4,844.54
1,0,1298,1,12657,"86,44,31",6,3,1,311,77,23,4,718.43
1,0,97,1,44243,"12,67,66",13,3,1,637,6,51,2,907.28
1,1,140,1,70214,"68,7,63",51,3,1,93,1,18,3,32.02
1,1,55,1,13158,"58,72,47",36,3,1,217,53,39,3,729.83
1,0,1279,2,81453,"95,41,28",30,3,1,717,22,48,1,364.93
0,0,1885,2,27756,"33,0,5",73,3,1,402,70,49,1,823.99
0,1,600,2,35766,"72,56,25",46,3,1,814,81,60,3,571.28
1,0,1500,2,73116,"44,5,65",30,3,1,409,87,34,2,245.45
0,0,1491,2,99266,"50,68,16",17,3,1,891,52,57,3,216.38
0,1,642,1,89251,"98,0,22",83,3,1,268,2,59,2,362.73
1,1,24,1,34112,"90,14,45",15,3,1,744,77,24,1,928.97
0,1,1002,1,14134,"57,91,88",13,3,1,410,7,45,1,279.37
0,1,1065,1,35734,"37,61,10",42,3,1,559,82,44,4,362.2
0,1,1202,1,24667,"35,87,94",29,3,1,694,55,22,4,929.97
0,1,1891,2,69975,"33,68,71",28,3,1,864,15,56,2,153.66
0,0,1097,1,35023,"91,51,59",17,3,1,786,8,58,1,280.41
1,1,1520,1,11200,"29,8,63",3,3,1,337,82,45,1,850.36
0,0,760,2,48926,"87,47,53",88,3,1,627,28,22,1,389.74
0,1,1274,1,78564,"3,79,76",36,3,1,15,25,23,4,852.79
1,0,75,1,37542,"59,73,47",81,3,1,680,14,58,2,856.33
0,1,965,2,59708,"26,43,45",27,3,1,648,17,36,2,47.05
0,1,752,1,80822,"65,40,55",61,3,1,403,47,47,4,83.75
1,0,1591,2,58677,"29,38,89",3,3,1,305,7,37,2,116.15
1,1,426,2,80183,"0,32,36",88,3,1,209,9,44,3,447.79
0,1,1430,2,44217,"88,41,15",60,3,1,745,27,22,3,672.21
1,1,848,1,32621,"10,0,11",81,3,1,833,38,19,4,573.71
0,1,334,2,78016,"91,58,16",2,3,1,748,30,26,4,601.34
1,0,987,1,30390,"76,75,59",14,3,1,295,42,56,4,392.96
0,1,572,2,81801,"75,66,70",98,3,1,326,59,33,1,369.3
0,0,1628,2,13624,"49,4,71",83,3,1,209,72,20,4,634.63
0,0,1809,1,82039,"63,65,25",48,3,1,118,22,19,1,599.84
0,0,450,2,83816,"7,41,22",35,3,1,37,85,41,4,325.98
0,0,946,2,53136,"99,54,77",44,3,1,407,89,23,4,542.41
0,0,71,2,14996,"32,1,48",100,3,1,772,53,39,4,704.6
0,1,178,1,65558,"22,16,73",86,3,1,221,87,56,4,375.36
0,0,190,1,62163,"73,18,60",96,3,1,203,27,59,3,372.73
0,1,728,1,65608,"44,30,26",3,3,1,501,6,53,4,771.22
1,0,902,1,48298,"78,75,36",84,3,1,775,53,57,3,196.79
0,0,1344,2,75736,"68,12,98",34,3,1,852,39,42,3,778.05
1,1,1928,1,38657,"87,37,49",91,3,1,200,27,32,1,738.88
1,1,1753,1,22991,"64,44,24",66,3,1,550,31,27,2,718.2
0,1,753,2,85783,"3,92,33",68,3,1,350,99,21,1,200.91
0,0,1072,2,70810,"73,38,51",23,3,1,743,78,29,2,80.66
1,0,106,1,18226,"24,72,44",43,3,1,561,70,40,3,679.62
0,1,346,1,55875,"85,82,45",70,3,1,780,40,45,3,815.73
1,1,337,2,76299,"48,79,72",59,3,1,661,66,51,2,383.28
0,1,895,2,15884,"40,90,10",31,3,1,399,94,26,4,674.09
0,0,485,1,60541,"3,81,70",10,3,1,60,45,45,3,544.82
0,1,110,2,44584,"26,85,58",42,3,1,608,75,23,3,209.13
1,1,363,1,52252,"4,50,27",38,3,1,410,84,40,2,358.52
1,1,12,2,58332,"85,52,87",44,3,1,166,78,59,4,864.64
1,1,1753,2,61694,"99,57,12",100,3,1,959,92,37,3,327.84
0,0,924,2,65071,"24,99,95",1,3,1,504,24,36,1,773.32
1,0,1834,1,31165,"10,30,81",46,3,1,373,66,41,4,970.68
1,1,1888,2,53804,"4,60,100",8,3,1,689,65,58,2,888.94
0,0,351,2,20961,"18,5,6",65,3,1,966,20,25,2,824.41
1,1,506,2,72113,"18,58,84",4,3,1,515,79,55,3,436.36
1,1,1048,1,30296,"49,23,7",68,3,1,818,77,46,4,841.23
1,1,970,2,57375,"17,43,71",59,3,1,704,82,60,2,99.49
0,0,784,2,13638,"52,18,65",84,3,1,308,91,53,3,990.77
1,1,446,2,33018,"33,42,42",4,3,1,152,20,38,4,997.13
1,1,662,2,92414,"9,94,45",3,3,1,323,49,46,2,187.34
0,1,485,1,89909,"42,31,27",28,3,1,260,51,41,3,176.04
0,0,884,1,44433,"68,67,10",40,3,1,679,86,20,4,36.64
1,0,1833,1,16590,"89,25,90",74,3,1,833,18,26,4,572.43
1,1,1535,2,61414,"99,6,60",11,3,1,250,85,48,3,94.81
1,1,1004,2,27907,"4,47,48",72,3,1,708,64,42,4,111.83
0,1,88,2,75843,"92,30,34",23,3,1,329,27,57,2,446.81
1,0,1385,2,65211,"74,69,95",98,3,1,379,61,50,4,529.09
0,1,909,1,86978,"78,78,94",49,3,1,578,36,48,4,277.9
0,0,254,2,63421,"21,44,15",49,3,1,318,77,34,2,944.51
0,1,1239,2,60351,"29,7,100",94,3,1,830,19,25,3,416.87
1,0,1372,1,90247,"8,90,93",100,3,1,832,46,37,1,492.24
1,0,1763,1,35183,"58,1,50",48,3,1,711,21,26,4,658.98
0,0,118,2,68156,"9,76,0",51,3,1,655,17,37,3,19.56
1,1,1087,2,14199,"65,66,71",78,3,1,117,17,27,1,947.2
0,1,130,2,21572,"16,44,98",27,3,1,294,87,58,2,529.48
0,1,1831,2,55425,"26,39,79",21,3,1,465,3,43,4,587.91
1,1,648,1,51065,"16,99,97",51,3,1,968,32,45,1,625.56
0,1,1911,2,32324,"4,78,83",34,3,1,850,7,52,1,33.04
0,0,1974,2,81979,"77,89,87",16,3,1,175,37,37,3,38.04
0,1,1454,1,18795,"11,60,7",61,3,1,690,9,22,1,642.29
0,0,1813,2,42915,"81,23,21",48,3,1,895,90,56,4,717.33
1,1,734,1,51699,"86,26,87",2,3,1,796,83,21,4,326.57
0,0,1033,2,51214,"44,48,8",17,3,1,493,49,35,3,718.32
0,0,1514,2,74499,"46,12,5",82,3,1,268,24,54,4,66
1,1,1121,2,95320,"52,21,84",81,3,1,122,7,46,1,838.27
1,1,115,2,23795,"5,42,30",67,3,1,26,65,22,2,535.02
0,1,1241,1,39582,"18,61,55",76,3,1,210,51,29,1,835.65
1,1,585,2,82491,"13,31,2",26,3,1,974,92,37,3,916.42
0,0,1110,1,50336,"60,37,15",71,3,1,601,1,37,3,934.92
1,0,36,1,56441,"74,100,9",65,3,1,437,66,51,2,403.3
1,0,1896,1,98104,"44,12,54",65,3,1,239,75,48,1,116.98
0,0,347,2,75147,"74,10,31",44,3,1,785,60,60,3,433.93
0,0,1225,2,26547,"41,57,87",14,3,1,760,59,18,4,416.15
1,1,1996,1,28374,"32,97,35",8,3,1,181,31,55,2,987.63
1,1,1313,1,42389,"23,25,15",3,3,1,573,77,30,3,516.73
1,0,466,2,61867,"7,43,34",11,3,1,418,8,38,1,95.26
1,1,1549,1,34184,"60,10,93",97,3,1,773,35,23,1,945.64
1,1,797,1,69337,"24,31,25",37,3,1,736,79,25,4,529.3
1,1,486,1,66084,"69,23,63",87,3,1,698,38,38,3,182.75
1,1,1898,2,32447,"3,97,77",38,3,1,182,41,56,3,998.51
1,1,333,2,82255,"51,31,78",80,3,1,117,95,47,2,137.93
0,0,1268,1,12032,"44,29,62",66,3,1,168,96,43,3,820.34
1,1,1815,1,40186,"88,61,38",61,3,1,111,87,25,2,796.22
1,0,1545,2,81900,"1,17,12",38,3,1,850,79,32,2,633.95
0,1,1805,2,11898,"47,13,37",4,3,1,760,9,24,3,12.04
1,1,613,2,57243,"44,95,88",35,3,1,912,62,26,4,703.93
1,1,1476,1,92692,"88,15,63",9,3,1,358,72,51,4,468.39
1,0,1359,2,84666,"83,89,10",86,3,1,989,54,44,2,714.03
1,1,1455,2,68592,"71,42,54",10,3,1,310,52,28,1,151.34
1,1,45,1,42312,"1,29,80",86,3,1,316,85,25,2,723.35
1,1,597,2,13652,"49,10,0",83,3,1,582,89,26,1,889.82
0,1,793,2,75851,"10,96,53",12,3,1,910,72,48,4,792.41
0,0,239,2,67998,"50,17,83",16,3,1,757,79,56,2,567.43
0,0,387,1,49088,"5,4,12",77,3,1,358,92,29,2,964.95
0,1,1065,2,63084,"47,100,49",3,3,1,143,73,48,3,430.86
1,0,746,1,71255,"47,33,31",35,3,1,361,22,42,2,826.5
0,0,1763,1,69437,"24,70,7",42,3,1,300,63,57,3,425.17
0,1,1395,2,95740,"100,21,66",49,3,1,279,11,23,1,773.54
1,1,1752,1,45132,"67,32,98",55,3,1,787,53,48,4,574.39
0,1,1164,2,38887,"4,92,84",55,3,1,809,34,27,3,727.92
0,1,1288,2,51958,"55,70,72",63,3,1,924,49,25,3,456.24
0,1,824,2,86779,"66,52,13",90,3,1,702,69,56,2,668.7
1,1,689,1,68484,"48,33,5",24,3,1,584,68,34,3,542.22
1,1,953,2,24453,"27,97,4",49,3,1,702,37,24,1,515.08
0,1,1641,2,69882,"67,53,30",36,3,1,597,85,41,3,366.16
0,1,1964,1,73755,"36,36,92",54,3,1,971,39,33,3,177.34
1,1,1289,2,41290,"28,12,92",48,3,1,401,44,45,3,468.64
0,1,1632,2,46123,"43,0,27",50,3,1,909,16,49,2,602.1
0,1,464,1,77897,"85,32,82",84,3,1,194,9,51,2,256.9
0,0,779,2,84113,"60,76,0",50,3,1,684,37,42,1,399.14
0,0,369,2,26958,"3,3,1",85,3,1,760,42,19,3,289.13
0,0,353,2,77002,"16,67,96",6,3,1,965,25,46,1,229.56
1,0,377,2,27066,"59,30,0",45,3,1,366,58,59,3,16.3
1,1,1556,2,51733,"23,56,71",82,3,1,997,19,40,1,861.52
0,1,1412,1,61366,"41,24,17",36,3,1,760,43,42,3,56.02
1,1,460,1,95069,"16,45,20",99,3,1,611,46,48,4,460.64
1,0,1622,1,30800,"68,86,13",78,3,1,194,62,28,1,895.19
1,1,252,1,41388,"94,58,94",16,3,1,322,64,25,1,952.72
1,0,317,1,18646,"21,57,36",72,3,1,903,77,38,1,378.42
1,1,1787,2,46789,"6,51,13",86,3,1,849,56,51,2,734.94
1,0,284,2,53910,"30,88,1",86,3,1,179,39,58,1,107.37
1,0,545,2,35043,"81,9,50",32,3,1,131,95,45,1,518.99
0,1,1460,1,68619,"85,24,11",73,3,1,715,32,27,4,242.22
0,1,655,1,42780,"7,62,23",56,3,1,47,43,42,4,320.91
1,0,1377,1,31013,"82,1,9",27,3,1,112,24,52,4,864.98
0,1,585,2,84291,"35,36,51",9,3,1,928,84,33,4,539.55
0,1,1831,1,73758,"79,66,63",81,3,1,199,24,33,4,47
1,1,351,2,94083,"26,20,69",16,3,1,218,93,24,4,694.58
0,1,1538,2,76063,"31,2,93",26,3,1,131,84,58,4,742.13
1,0,1284,1,28970,"73,70,68",16,3,1,792,75,37,4,486.96
1,1,821,1,93763,"96,100,94",46,3,1,753,19,42,1,508.93
1,0,706,1,32725,"40,70,0",94,3,1,12,42,20,2,16.05
0,1,943,2,16434,"99,44,28",20,3,1,800,28,51,2,919.83
1,1,832,1,72663,"14,74,73",68,3,1,239,33,46,4,766.83
1,0,192,2,33016,"34,48,81",58,3,1,868,3,56,1,123.04
1,1,1177,1,97842,"40,79,25",40,3,1,873,17,39,2,901.28
0,0,21,2,61994,"39,72,13",44,3,1,903,88,40,3,385.67
1,1,690,1,31379,"39,63,13",19,3,1,901,90,23,2,257.23
0,1,1436,2,33332,"21,84,61",32,3,1,839,98,50,2,1.85
1,0,576,2,35907,"48,66,29",99,3,1,157,14,47,2,162.45
1,1,1654,1,71210,"74,43,50",14,3,1,953,84,35,4,717.8
1,0,1580,1,26393,"27,93,24",70,3,1,754,62,58,1,479.19
1,0,1003,2,66214,"84,23,97",28,3,1,957,82,25,3,923
0,0,1278,1,89378,"37,27,19",21,3,1,726,6,44,1,281.91
0,0,1551,1,47154,"12,67,19",15,3,1,836,80,37,1,358.34
0,1,1458,2,41978,"46,90,75",39,3,1,178,98,47,4,673.75
0,1,486,2,84062,"27,57,26",78,3,1,153,16,58,3,393.16
0,1,1058,2,34840,"14,75,65",9,3,1,350,43,53,3,959.24
0,1,1854,1,93240,"43,49,35",93,3,1,724,21,53,3,115.26
0,1,1347,1,40312,"55,96,92",83,3,1,301,85,36,2,783.3
1,1,1296,2,73884,"25,32,27",23,3,1,952,66,54,4,579.51
0,0,1567,1,81723,"59,28,96",7,3,1,963,2,60,4,956.32
1,0,304,1,82347,"87,46,88",27,3,1,177,4,51,2,872.12
0,0,1491,2,31828,"51,81,69",34,3,1,541,59,18,2,596.95
1,0,1535,2,94462,"20,19,66",66,3,1,527,88,45,4,644.78
1,1,1125,1,55675,"42,9,36",69,3,1,115,47,47,2,588.04
1,0,1769,1,28224,"92,24,32",3,3,1,86,2,19,3,829.15
0,1,367,2,99871,"93,10,69",60,3,1,581,97,44,3,952.36
0,0,428,1,39789,"79,57,10",7,3,1,650,7,41,3,660.17
1,0,220,2,19261,"86,64,9",41,3,1,697,16,47,1,555.28
0,0,1673,2,35234,"93,95,39",74,3,1,876,90,23,1,541.34
1,1,1781,1,36603,"97,30,45",63,3,1,747,36,28,1,712.56
1,1,1298,2,99229,"35,16,90",20,3,1,179,79,30,2,942.06
0,0,1776,1,99051,"5,25,22",71,3,1,746,10,41,2,709.05
1,1,197,2,69096,"62,80,89",2,3,1,230,60,49,1,644.53
0,0,966,2,61675,"7,42,34",31,3,1,494,49,21,3,953.48
0,0,229,1,93986,"0,51,41",23,3,1,704,46,30,1,755.3
0,1,856,1,78972,"74,20,61",68,3,1,67,13,38,4,577.31
1,0,288,1,22476,"92,19,90",12,3,1,464,32,45,4,321.63
0,0,643,2,63793,"13,100,25",67,3,1,948,56,54,1,30.22
1,1,1652,1,81274,"33,59,97",99,3,1,873,41,30,4,230.84
1,0,1839,2,78258,"3,83,19",94,3,1,620,6,39,3,409.28
0,0,1490,2,74015,"55,86,68",6,3,1,973,51,57,3,449.94
1,1,1584,1,85419,"17,74,0",20,3,1,125,32,27,3,214.2
1,0,1442,1,10257,"73,80,33",13,3,1,203,6,26,3,677.37
1,0,775,2,46281,"1,4,77",9,3,1,358,39,37,4,736.37
1,1,731,1,35455,"40,87,93",44,3,1,173,90,51,3,700.21
1,1,1363,1,95757,"86,92,40",87,3,1,261,66,43,1,160.94
